Person,Wikipage,Preprocessed Wikipage,Description,Preprocessed Description
Airports,"**Stavanger Airport, Forus** (Norwegian: _Stavanger lufthavn, Forus_ : ICAO:
**ENFO** ) is a former airport located at Forus in the intersection of the
municipalities of Stavanger, Sola and Sandnes. It was built as a military air
base by the Luftwaffe following the German occupation of Norway in April 1940. It was gradually expanded so that it by 1943 consisted of three runways, the
longest 1,950 meters (6,400 ft).",stavanger airport forus norwegian stavanger lufthavn forus icao enfo former airport located forus intersection municipalities stavanger sola sandnes built military air base luftwaffe following german occupation norway april gradually expanded consisted three runways longest meters ft,former airport in Norway,former airport norway
Airports,"**Værøy Airport** (Norwegian: _Værøy lufthavn_ ; IATA: **VRY** , ICAO:
**ENVY** ) was a regional airport located just southwest of the village of
Nordland on the island of Værøya in Værøy Municipality in Nordland county,
Norway. Operated between 1986 and 1990, it had an 800-by-30-meter (2,625 by 98
ft) asphalt runway aligned 07–25. The airport was owned and operated by the
Værøy Municipality.",værøy airport norwegian værøy lufthavn iata vry icao envy regional airport located southwest village nordland island værøya værøy municipality nordland county norway operated bymeter ft asphalt runway aligned – airport owned operated værøy municipality,"airport in Værøy, Norway",airport værøy norway
Airports,"**Båtsfjord Airport** (Norwegian: _Båtsfjord flyplass_ ) is a former regional
airport located at Båtsfjorddalen in Båtsfjord, Norway. It consisted of an
800-by-30-meter (2,625 by 98 ft) gravel runway aligned 01–19 (roughly
north–south) and had a simple terminal building. Construction of the airport
was started a local aviation club in 1972 and was completed with a 600-meter
(2,000 ft) runway in May 1973.",båtsfjord airport norwegian båtsfjord flyplass former regional airport located båtsfjorddalen båtsfjord norway consisted bymeter ft gravel runway aligned – roughly north–south simple terminal building construction airport started local aviation club completed meter ft runway may,"airport in Værøy, Norway",airport værøy norway
Airports,"**Gamvik Airport** (Norwegian: _Gamvik flyplass_ ) is a disused general
aviation airport located at Slettnes outside the village of Gamvik in Gamvik,
Norway.",gamvik airport norwegian gamvik flyplass disused general aviation airport located slettnes outside village gamvik gamvik norway,"airport in Finnmark, Norway",airport finnmark norway
Airports,"**Kjøllefjord Airfield** (Norwegian: _Kjøllefjord flyplass_ ) is a disused
general aviation airport (airfield) located at Kjøllefjord in Lebesby, Norway. It consisted of a 630-by-40-meter (2,070 by 130 ft) gravel runway and a simple
small building as a terminal. Plans for an airport in Kjøllefjord were first
launched in the mid-1960s.",kjøllefjord airfield norwegian kjøllefjord flyplass disused general aviation airport airfield located kjøllefjord lebesby norway consisted bymeter ft gravel runway simple small building terminal plans airport kjøllefjord first launched mids,"airport in Lebesby, Finnmark, Norway",airport lebesby finnmark norway
Airports,"**Gressholmen Airport** (Norwegian: _Gressholmen sjøflyhavn_ ) was a water
aerodrome situated the island of Gressholmen in Oslo, Norway. It served as the
main airport for Oslo from 1927 to 1939, along with Kjeller Airport. The
aerodrome consisted of docks, a landing ramp, terminal building and a hangar
and used a section of the Oslofjord as its runway.",gressholmen airport norwegian gressholmen sjøflyhavn water aerodrome situated island gressholmen oslo norway served main airport oslo along kjeller airport aerodrome consisted docks landing ramp terminal building hangar used section oslofjord runway,formerly serving Oslo for seaplane flights from 1927 to 1939,formerly serving oslo seaplane flights
Airports,"**Lista Air Station** (Norwegian: _Lista flystasjon_ , IATA: **FAN** , ICAO:
**ENLI** ) was a military airbase situated on the Lista peninsula in Farsund,
Norway. It features a 2,990-meter (9,810 ft) concrete runway aligned 14/32,
and a 1,521-meter (4,990 ft) runway aligned 09/27. The facility was shared
with Farsund Airport, Lista, which remains in operation.",lista air station norwegian lista flystasjon iata fan icao enli military airbase situated lista peninsula farsund norway features meter ft concrete runway aligned meter ft runway aligned facility shared farsund airport lista remains operation,"airport in Lista, Farsund",airport lista farsund
Airports,"**Tromsø Airport, Skattøra** (Norwegian: _Tromsø sjøflyhavn, Skattøra_ ), also
known by its military designation **Skattøra Naval Air Station** (Norwegian:
_Skattøra sjøflystasjon_ , German: _Seefliegerhorst Tromsö_ ) was a water
aerodrome and air base situated at Skattøra in the city of Tromsø in Tromsø
Municipality in Troms og Finnmark county, Norway. Construction began in 1938
and the aerodrome was in use until 1975. At its peak it was the largest water
airport in Northern Europe.",tromsø airport skattøra norwegian tromsø sjøflyhavn skattøra also known military designation skattøra naval air station norwegian skattøra sjøflystasjon german seefliegerhorst tromsö water aerodrome air base situated skattøra city tromsø tromsø municipality troms og finnmark county norway construction began aerodrome use peak largest water airport northern europe,"former water aerodrome and air base situated at Skattøra in Tromsø, Norway",former water aerodrome air base situated skattøra tromsø norway
Airports,"**Trondheim Airport, Jonsvatnet** (Norwegian: _Trondheim sjøflyplass,
Jonsvatnet_ ) was a water aerodrome located at Valset on the lake of
Jonsvatnet in Trondheim, Norway. The airport was built as the first permanent
airport serving Trondheim and initially was used for Norwegian Air Lines'
(DNL) routes which commenced in 1935. Ahead of the 1936 season the airport was
equipped with permanent installations, including wharfs and a small terminal
building.",trondheim airport jonsvatnet norwegian trondheim sjøflyplass jonsvatnet water aerodrome located valset lake jonsvatnet trondheim norway airport built first permanent airport serving trondheim initially used norwegian air lines dnl routes commenced ahead season airport equipped permanent installations including wharfs small terminal building,"airport in Trondheim, Norway",airport trondheim norway
Airports,"**Braathen SAFE Flight 239** , also known as the **Asker Accident**
(Norwegian: _Asker-ulykken_ ), was a controlled flight into terrain of a
Fokker F28 Fellowship into Vestmarka in Asker, Norway, on 23 December 1972 at
16:33. The Braathens SAFE aircraft was en route on a scheduled flight from
Ålesund Airport, Vigra and crashed during approach to Oslo Airport, Fornebu. Forty of the forty-five people on board the aircraft were killed, making it
the deadliest civil aviation accident in Norway until Vnukovo Airlines Flight
2801 in 1996.",braathen safe flight also known asker accident norwegian askerulykken controlled flight terrain fokker f fellowship vestmarka asker norway december braathens safe aircraft en route scheduled flight ålesund airport vigra crashed approach oslo airport fornebu forty fortyfive people board aircraft killed making deadliest civil aviation accident norway vnukovo airlines flight,1972 aviation accident,aviation accident
